n1,n2,t
47,34,164880
46,37,164880
10,45,164900
47,48,164900
43,45,164900
13,15,164900
10,43,164900
47,34,164900
46,37,164900
12,46,164920
43,45,164920
13,15,164920
7,25,164920
47,34,164920
12,46,164940
43,45,164940
13,15,164940
47,34,164940
46,37,164940
12,46,164960
47,48,164960
43,45,164960
13,15,164960
10,43,164960
4,43,164960
7,25,164960
47,34,164960
46,37,164960
43,24,164980
13,15,164980
47,34,164980
46,37,164980
43,24,165000
13,15,165000
7,25,165000
47,34,165000
0,13,165000
43,24,165020
12,46,165020
13,15,165020
47,34,165020
46,37,165020
13,15,165040
7,25,165040
47,34,165040
0,13,165040
46,37,165040
4,45,165060
13,15,165060
10,43,165060
7,25,165060
46,37,165060
12,46,165080
43,45,165080
13,15,165080
13,15,165100
4,45,165120
13,15,165120
46,37,165120
4,45,165140
12,46,165140
13,15,165140
12,46,165160
4,13,165160
10,13,165160
11,10,165160
11,45,165180
47,48,165200
43,45,165200
49,59,165200
11,45,165200
11,10,165200
7,25,165200
11,13,165220
11,45,165220
11,10,165220
15,7,165220
13,43,165220
47,48,165240
11,45,165240
12,37,165240
11,10,165240
47,34,165240
47,48,165260
11,45,165260
11,43,165260
12,37,165260
11,10,165260
11,3,165280
11,7,165280
47,48,165280
48,34,165300
13,7,165300
12,46,165300
11,7,165300
47,48,165300
12,46,165320
47,34,165320
43,45,165340
15,60,165360
47,48,165360
4,3,165360
15,60,165380
12,46,165380
47,48,165380
49,59,165380
4,3,165380
15,60,165400
49,59,165400
0,15,165400
15,60,165420
49,59,165420
15,60,165440
43,45,165440
4,3,165440
15,60,165460
43,45,165460
0,15,165460
10,43,165460
0,44,165480
45,7,165480
15,60,165480
43,46,165480
47,48,165480
0,44,165500
43,46,165500
10,43,165500
10,46,165500
4,3,165500
0,44,165520
15,60,165520
10,15,165520
43,21,165520
4,3,165520
0,44,165540
4,33,165540
15,60,165540
12,46,165540
10,43,165540
10,21,165540
0,44,165560
10,43,165560
47,7,165560
10,45,165580
45,21,165580
48,7,165580
47,48,165580
43,45,165580
10,45,165600
0,44,165600
12,46,165600
43,45,165600
10,43,165600
10,45,165620
15,60,165620
43,45,165620
10,43,165620
10,45,165640
43,45,165640
10,43,165640
10,21,165640
10,45,165660
43,45,165660
0,46,165660
10,43,165660
10,45,165680
47,58,165680
47,48,165680
0,15,165680
0,46,165680
43,21,165680
48,58,165680
10,45,165700
47,58,165700
15,60,165700
0,3,165700
3,45,165700
13,45,165700
47,48,165700
43,7,165700
0,15,165700
0,46,165700
4,43,165700
10,21,165700
13,46,165700
48,58,165700
10,45,165720
15,60,165720
47,10,165720
10,58,165720
13,45,165720
13,21,165720
0,46,165720
10,13,165720
4,43,165720
13,46,165720
47,45,165720
15,60,165740
0,3,165740
10,58,165740
4,7,165740
45,58,165740
48,58,165740
47,45,165740
4,45,165760
47,58,165760
0,3,165760
15,45,165760
47,48,165760
43,45,165760
10,4,165760
4,15,165760
48,58,165760
4,45,165780
47,58,165780
0,3,165780
10,15,165780
15,45,165780
4,58,165780
10,7,165780
43,7,165780
34,57,165780
11,45,165780
15,43,165780
0,46,165780
10,43,165780
48,58,165780
15,7,165780
47,58,165800
10,15,165800
47,48,165800
4,58,165800
11,45,165800
48,4,165800
15,43,165800
48,58,165800
3,58,165800
4,3,165800
45,7,165820
47,58,165820
4,58,165820
43,45,165820
10,7,165820
13,21,165820
11,45,165820
11,43,165820
15,43,165820
10,43,165820
12,58,165820
11,10,165820
48,58,165820
4,3,165820
10,45,165840
47,58,165840
4,49,165840
47,48,165840
12,37,165840
10,43,165840
13,46,165840
0,13,165840
48,58,165840
4,3,165840
47,58,165860
13,7,165860
4,33,165860
4,49,165860
47,48,165860
33,52,165860
43,45,165860
3,59,165860
11,45,165860
32,49,165860
11,43,165860
12,37,165860
0,46,165860
4,52,165860
13,46,165860
0,13,165860
48,58,165860
32,4,165860
4,3,165860
47,58,165880
4,59,165880
3,59,165880
11,45,165880
13,15,165880
32,49,165880
33,3,165880
10,13,165880
48,57,165880
33,49,165880
48,58,165880
32,4,165880
4,3,165880
37,57,165900
48,7,165900
11,45,165900
11,43,165900
0,46,165900
4,15,165900
48,57,165900
52,49,165900
0,58,165900
10,45,165920
4,59,165920
48,7,165920
47,48,165920
43,45,165920
11,45,165920
11,43,165920
10,4,165920
0,46,165920
4,15,165920
10,43,165920
48,57,165920
0,52,165920
10,59,165920
10,46,165920
4,45,165940
45,57,165940
15,57,165940
11,15,165940
15,45,165940
43,57,165940
47,48,165940
43,45,165940
4,0,165940
0,49,165940
11,45,165940
11,4,165940
4,52,165940
7,21,165940
11,10,165940
10,45,165960
59,60,165960
45,57,165960
4,49,165960
43,57,165960
11,45,165960
13,15,165960
11,43,165960
15,43,165960
10,57,165960
7,21,165960
32,52,165980
45,57,165980
4,49,165980
43,57,165980
32,49,165980
15,43,165980
10,57,165980
4,52,165980
47,7,165980
47,58,166000
45,57,166000
48,7,166000
43,57,166000
4,0,166000
0,49,166000
32,49,166000
32,0,166000
48,58,166000
13,43,166000
47,58,166020
45,57,166020
15,60,166020
13,57,166020
48,7,166020
43,57,166020
47,48,166020
43,45,166020
10,57,166020
7,58,166020
48,58,166020
15,60,166040
13,45,166040
13,57,166040
43,57,166040
47,48,166040
43,45,166040
13,43,166040
10,45,166060
10,15,166060
11,13,166060
43,57,166060
43,45,166060
15,43,166060
7,58,166060
10,45,166080
10,15,166080
15,45,166080
11,13,166080
43,57,166080
43,45,166080
15,43,166080
10,45,166100
15,57,166100
47,10,166100
10,15,166100
11,13,166100
43,57,166100
43,45,166100
32,49,166100
15,43,166100
46,37,166100
10,45,166120
10,15,166120
11,13,166120
43,57,166120
43,45,166120
15,43,166120
12,37,166120
10,43,166120
46,37,166120
47,45,166120
10,15,166140
13,45,166140
11,13,166140
43,57,166140
11,57,166140
11,45,166140
32,49,166140
15,43,166140
12,37,166140
10,43,166140
10,57,166140
46,37,166140
47,45,166140
13,43,166140
32,49,166160
47,43,166160
45,57,166180
48,13,166180
13,15,166180
32,49,166180
48,43,166180
15,43,166180
10,43,166180
10,13,166180
47,43,166180
52,49,166180
47,13,166180
32,13,166180
13,43,166180
10,46,166180
45,57,166200
43,46,166200
15,43,166200
48,57,166200
12,43,166200
13,43,166200
10,46,166200
13,15,166220
11,43,166220
15,43,166220
11,12,166220
15,46,166220
11,15,166240
12,43,166240
52,49,166240
15,46,166240
15,43,166260
12,43,166260
4,59,166280
11,43,166280
47,43,166280
11,15,166300
11,13,166300
4,59,166300
13,15,166300
12,43,166300
11,15,166320
13,15,166320
10,43,166320
12,43,166320
15,46,166320
11,15,166340
4,59,166340
11,46,166340
13,15,166340
10,43,166340
12,43,166340
15,46,166340
11,15,166360
11,13,166360
10,43,166360
12,43,166360
52,49,166360
15,46,166360
11,13,166380
13,15,166380
10,43,166380
12,43,166380
15,46,166380
43,30,166400
11,15,166400
11,13,166400
13,15,166400
52,49,166400
10,43,166420
13,46,166420
52,49,166420
43,46,166440
10,43,166440
52,49,166440
43,30,166480
13,15,166480
43,30,166500
13,15,166500
10,43,166500
11,49,166500
10,30,166500
13,15,166520
10,43,166520
10,30,166520
46,49,166520
12,30,166540
13,15,166540
10,43,166540
12,43,166540
10,30,166540
46,49,166540
12,30,166560
13,15,166560
10,43,166560
10,30,166560
13,7,166580
13,15,166580
10,43,166580
10,30,166580
10,43,166600
10,30,166600
10,25,166620
52,59,166620
10,25,166640
52,59,166640
43,30,166660
12,30,166660
10,25,166680
52,59,166680
10,25,166700
12,43,166700
52,59,166700
49,44,166720
11,13,166720
3,13,166720
47,48,166720
10,21,166720
52,59,166720
43,30,166740
11,24,166740
47,15,166740
12,30,166740
47,48,166740
48,15,166740
12,43,166740
11,10,166740
11,24,166760
47,15,166760
12,30,166760
47,48,166760
13,49,166760
48,15,166760
47,15,166780
12,30,166780
48,15,166780
12,30,166800
52,49,166800
47,15,166820
0,13,166820
12,46,166840
43,30,166860
47,15,166860
12,30,166880
12,46,166880
49,59,166880
12,30,166900
49,59,166900
43,30,166920
47,15,166920
49,59,166920
43,30,166940
47,15,166940
47,15,166960
47,15,166980
12,30,166980
43,50,166980
47,15,167000
12,30,167000
43,46,167000
48,15,167000
12,30,167020
47,0,167020
12,30,167040
12,43,167040
12,30,167060
47,48,167060
48,46,167080
12,30,167080
47,48,167080
13,15,167080
47,46,167080
48,46,167100
12,30,167100
12,43,167100
12,30,167120
12,43,167120
47,13,167120
45,57,167140
12,30,167140
12,43,167140
47,46,167140
43,30,167160
45,57,167160
12,30,167160
48,25,167160
12,43,167160
45,57,167180
12,30,167180
48,23,167180
15,46,167180
45,57,167200
12,30,167200
47,48,167200
13,46,167200
45,57,167220
12,30,167220
45,57,167240
12,30,167240
45,57,167260
12,30,167260
45,57,167280
13,7,167280
12,30,167280
11,46,167280
45,57,167300
13,7,167300
12,30,167300
11,46,167300
49,59,167300
52,49,167300
13,7,167320
11,24,167320
12,30,167320
11,46,167320
49,59,167320
52,49,167320
43,30,167340
45,57,167340
13,7,167340
11,24,167340
12,30,167340
11,46,167340
49,59,167340
52,49,167340
7,58,167340
46,24,167340
13,58,167340
45,57,167360
13,7,167360
12,30,167360
12,43,167360
52,49,167360
13,58,167360
13,7,167380
45,57,167400
13,7,167400
11,15,167400
12,30,167400
47,48,167400
12,43,167400
7,58,167400
13,58,167400
43,30,167420
45,57,167420
13,7,167420
11,15,167420
12,30,167420
11,46,167420
12,43,167420
7,58,167420
13,58,167420
43,30,167440
45,57,167440
13,7,167440
12,30,167440
12,43,167440
15,46,167440
13,58,167440
45,57,167460
13,7,167460
48,10,167460
13,58,167460
45,57,167480
13,7,167480
12,30,167480
48,10,167480
13,58,167480
45,57,167500
13,7,167500
47,48,167500
7,58,167500
13,58,167500
43,30,167520
45,57,167520
13,7,167520
11,15,167520
12,30,167520
47,48,167520
7,58,167520
15,46,167520
43,30,167540
45,57,167540
13,7,167540
12,30,167540
47,48,167540
47,3,167540
11,45,167540
48,3,167540
7,58,167540
13,7,167560
15,45,167560
47,48,167560
47,3,167560
48,3,167560
12,43,167560
10,45,167580
13,7,167580
47,48,167580
47,3,167580
48,3,167580
32,4,167580
43,30,167600
13,7,167600
47,3,167600
7,58,167600
15,46,167600
4,50,167600
13,7,167620
47,48,167620
47,3,167620
7,58,167620
4,50,167620
10,45,167640
15,24,167640
45,57,167640
12,30,167640
47,48,167640
10,57,167640
12,43,167640
10,45,167660
15,24,167660
32,52,167660
45,57,167660
13,7,167660
12,30,167660
47,48,167660
51,59,167660
10,57,167660
15,46,167660
46,24,167660
4,50,167660
15,24,167680
43,30,167680
13,7,167680
51,59,167680
10,57,167680
15,46,167680
46,24,167680
15,24,167700
13,7,167700
15,23,167700
3,45,167700
47,48,167700
49,59,167700
10,57,167700
46,24,167700
15,23,167720
37,57,167720
49,59,167720
12,43,167720
7,58,167720
15,46,167720
52,59,167720
15,24,167740
43,30,167740
52,51,167740
51,59,167740
10,57,167740
12,43,167740
15,46,167740
52,59,167740
15,24,167760
48,21,167760
51,59,167760
48,3,167760
15,46,167760
52,59,167760
43,30,167780
51,59,167780
48,3,167780
15,46,167780
52,59,167780
0,3,167800
51,59,167800
10,57,167800
48,3,167800
12,43,167800
52,59,167800
43,30,167820
13,45,167820
51,59,167820
12,43,167820
52,59,167820
45,7,167840
15,24,167840
12,30,167840
13,45,167840
11,13,167840
11,48,167840
32,60,167840
11,45,167840
11,43,167840
51,59,167840
10,57,167840
15,46,167840
52,59,167840
45,7,167860
15,24,167860
52,51,167860
13,45,167860
43,57,167860
11,43,167860
51,59,167860
10,43,167860
11,10,167860
15,46,167860
52,59,167860
15,24,167880
11,15,167880
13,45,167880
11,46,167880
32,60,167880
11,21,167880
51,59,167880
12,43,167880
10,21,167880
15,46,167880
15,24,167900
43,30,167900
45,57,167900
11,24,167900
11,15,167900
13,57,167900
11,46,167900
43,45,167900
15,46,167900
15,24,167920
15,23,167920
49,59,167920
15,46,167920
13,43,167920
15,24,167940
15,23,167940
43,57,167940
43,45,167940
49,59,167940
43,7,167940
0,15,167940
0,46,167940
15,46,167940
13,43,167940
15,24,167960
45,57,167960
52,51,167960
13,57,167960
49,59,167960
0,15,167960
0,46,167960
52,49,167960
15,46,167960
52,59,167960
45,7,167980
15,24,167980
52,51,167980
12,30,167980
13,45,167980
13,57,167980
49,59,167980
0,15,167980
15,46,167980
52,59,167980
49,59,168000
0,46,168000
7,57,168000
47,43,168000
52,49,168000
15,46,168000
52,59,168000
15,24,168020
43,30,168020
48,10,168020
49,59,168020
7,57,168020
10,21,168020
52,49,168020
15,46,168020
52,59,168020
15,24,168040
43,30,168040
12,30,168040
47,48,168040
48,10,168040
51,59,168040
10,21,168040
52,49,168040
15,46,168040
52,59,168040
15,24,168060
43,30,168060
45,57,168060
52,51,168060
47,48,168060
49,59,168060
51,59,168060
52,49,168060
52,59,168060
15,24,168080
43,30,168080
52,51,168080
12,30,168080
47,48,168080
49,59,168080
10,57,168080
12,43,168080
52,49,168080
52,59,168080
43,30,168100
47,48,168100
49,59,168100
10,57,168100
52,49,168100
52,59,168100
15,24,168120
43,30,168120
45,57,168120
13,57,168120
47,48,168120
10,7,168120
49,59,168120
48,21,168120
10,57,168120
52,49,168120
52,59,168120
45,7,168140
15,24,168140
12,30,168140
46,21,168140
12,46,168140
10,7,168140
49,59,168140
10,57,168140
52,49,168140
52,59,168140
45,7,168160
15,24,168160
4,46,168160
12,30,168160
13,57,168160
10,7,168160
49,59,168160
0,15,168160
4,15,168160
52,49,168160
15,46,168160
52,59,168160
15,24,168180
4,46,168180
12,30,168180
13,57,168180
47,48,168180
10,7,168180
49,59,168180
0,15,168180
0,46,168180
4,15,168180
52,49,168180
15,46,168180
52,59,168180
15,24,168200
43,30,168200
4,46,168200
12,30,168200
13,57,168200
47,48,168200
4,0,168200
49,59,168200
0,15,168200
0,46,168200
15,46,168200
15,24,168220
4,46,168220
12,30,168220
11,13,168220
13,57,168220
47,48,168220
32,60,168220
11,57,168220
4,0,168220
0,15,168220
52,49,168220
15,46,168220
52,59,168220
0,24,168220
45,57,168240
52,51,168240
12,30,168240
11,13,168240
13,57,168240
47,48,168240
32,60,168240
10,7,168240
4,0,168240
49,59,168240
11,45,168240
0,15,168240
0,46,168240
15,46,168240
4,46,168260
52,51,168260
13,57,168260
32,60,168260
10,7,168260
4,0,168260
49,59,168260
0,15,168260
0,46,168260
4,15,168260
52,49,168260
15,46,168260
52,59,168260
46,24,168260
4,46,168280
12,30,168280
11,7,168280
32,60,168280
10,7,168280
4,0,168280
49,59,168280
0,15,168280
0,46,168280
4,15,168280
4,24,168280
52,49,168280
15,46,168280
52,59,168280
49,51,168280
4,46,168300
12,30,168300
13,57,168300
11,7,168300
32,60,168300
10,7,168300
0,15,168300
0,46,168300
4,15,168300
4,24,168300
52,49,168300
52,59,168300
49,51,168300
15,24,168320
12,30,168320
13,57,168320
32,60,168320
10,7,168320
4,0,168320
0,46,168320
15,46,168320
52,59,168320
12,30,168340
13,57,168340
32,60,168340
10,7,168340
4,0,168340
49,59,168340
52,59,168340
15,24,168360
12,30,168360
10,7,168360
4,0,168360
49,59,168360
11,47,168360
12,43,168360
52,49,168360
15,46,168360
52,59,168360
49,51,168360
45,7,168380
15,24,168380
52,51,168380
12,30,168380
10,7,168380
49,59,168380
4,25,168380
51,59,168380
12,43,168380
52,49,168380
15,46,168380
43,37,168400
43,30,168400
12,30,168400
10,7,168400
49,59,168400
4,25,168400
51,59,168400
12,43,168400
52,49,168400
15,46,168400
52,59,168400
49,51,168400
43,30,168420
12,30,168420
49,59,168420
52,49,168420
15,46,168420
52,59,168420
46,24,168420
15,24,168440
52,51,168440
12,30,168440
13,57,168440
49,59,168440
4,25,168440
11,4,168440
52,49,168440
15,46,168440
52,59,168440
15,24,168460
43,30,168460
13,57,168460
49,59,168460
4,25,168460
11,4,168460
11,25,168460
52,49,168460
15,46,168460
52,59,168460
46,24,168460
12,30,168480
13,57,168480
49,59,168480
11,4,168480
52,49,168480
15,46,168480
52,59,168480
10,45,168500
15,21,168500
13,57,168500
4,0,168500
11,4,168500
3,50,168500
15,46,168500
10,45,168520
4,46,168520
47,15,168520
48,0,168520
3,59,168520
11,4,168520
47,0,168520
15,46,168520
43,30,168540
47,15,168540
12,30,168540
11,4,168540
48,15,168540
43,30,168560
10,15,168560
3,13,168560
0,49,168560
13,15,168560
10,13,168560
47,37,168560
0,59,168560
3,15,168580
13,50,168580
48,4,168580
43,30,168600
12,30,168600
11,4,168600
12,43,168600
15,46,168600
10,46,168600
43,30,168620
12,30,168620
10,15,168620
47,3,168620
11,4,168620
0,59,168620
43,30,168640
12,30,168640
10,15,168640
47,3,168640
10,13,168640
0,59,168640
43,37,168660
45,7,168660
12,30,168660
10,15,168660
15,45,168660
47,48,168660
47,3,168660
13,15,168660
10,13,168660
7,57,168660
48,3,168660
12,43,168660
0,52,168660
52,49,168660
0,59,168660
43,30,168680
45,57,168680
13,7,168680
13,50,168680
15,57,168680
12,30,168680
10,15,168680
15,45,168680
11,13,168680
47,48,168680
13,15,168680
11,4,168680
10,57,168680
12,43,168680
0,59,168680
47,39,168700
43,30,168700
45,57,168700
15,57,168700
10,15,168700
15,45,168700
11,13,168700
4,15,168700
10,57,168700
0,52,168700
0,59,168700
48,39,168700
4,45,168720
47,39,168720
43,30,168720
15,57,168720
12,30,168720
46,7,168720
10,15,168720
15,45,168720
11,13,168720
47,48,168720
4,13,168720
11,4,168720
10,4,168720
4,15,168720
10,57,168720
4,7,168720
0,59,168720
48,39,168720
47,39,168740
43,30,168740
15,57,168740
12,30,168740
10,15,168740
15,45,168740
47,48,168740
15,50,168740
10,50,168740
10,57,168740
4,50,168740
48,39,168740
47,39,168760
12,30,168760
47,48,168760
10,50,168760
50,7,168760
50,45,168760
0,59,168760
48,39,168760
12,30,168780
47,48,168780
0,49,168780
10,50,168780
0,59,168780
48,39,168780
47,39,168800
11,13,168800
47,48,168800
0,59,168800
48,39,168800
47,39,168820
11,13,168820
47,48,168820
0,49,168820
10,4,168820
0,59,168820
48,39,168820
47,39,168840
43,30,168840
12,30,168840
11,13,168840
47,48,168840
47,21,168840
0,59,168840
48,39,168840
47,39,168860
43,30,168860
47,48,168860
10,7,168860
0,49,168860
0,59,168860
48,39,168860
4,60,168860
43,30,168880
12,30,168880
43,46,168880
12,46,168880
47,48,168880
0,49,168880
12,43,168880
0,59,168880
48,39,168880
43,30,168900
15,57,168900
12,46,168900
10,15,168900
47,48,168900
10,57,168900
12,43,168900
48,39,168900
47,39,168920
43,30,168920
15,57,168920
47,48,168920
0,49,168920
10,57,168920
4,7,168920
48,39,168920
15,57,168940
12,30,168940
43,46,168940
47,48,168940
47,4,168940
49,59,168940
0,49,168940
4,39,168940
0,59,168940
48,39,168940
47,39,168960
15,57,168960
12,30,168960
32,60,168960
49,59,168960
0,49,168960
10,57,168960
12,43,168960
0,59,168960
48,39,168960
47,39,168980
43,30,168980
15,57,168980
12,30,168980
49,59,168980
0,49,168980
43,30,169000
15,57,169000
12,30,169000
12,43,169000
0,59,169000
47,39,169020
43,30,169020
12,30,169020
47,48,169020
32,60,169020
3,59,169020
0,49,169020
10,57,169020
43,30,169040
45,57,169040
12,30,169040
3,59,169040
10,57,169040
12,43,169040
43,30,169060
10,57,169060
12,43,169060
15,57,169080
12,30,169080
48,56,169080
10,57,169080
12,43,169080
47,56,169080
43,30,169100
0,51,169100
15,57,169100
12,30,169100
43,46,169100
3,13,169100
48,56,169100
10,57,169100
10,13,169100
12,43,169100
43,30,169120
15,57,169120
12,30,169120
10,15,169120
13,15,169120
10,13,169120
43,30,169140
12,30,169140
10,15,169140
15,45,169140
10,57,169140
12,43,169140
0,7,169140
32,13,169140
12,30,169160
13,15,169160
48,56,169160
10,57,169160
12,43,169160
3,7,169160
0,51,169180
12,30,169180
43,46,169180
48,56,169180
10,57,169180
12,43,169180
0,7,169180
45,57,169200
0,51,169200
12,30,169200
43,46,169200
13,15,169200
48,56,169200
10,57,169200
0,7,169200
4,3,169200
43,30,169220
45,57,169220
15,57,169220
15,45,169220
3,13,169220
4,13,169220
48,56,169220
10,57,169220
12,43,169220
0,13,169220
48,39,169220
4,3,169220
43,30,169240
45,57,169240
15,57,169240
12,30,169240
43,46,169240
3,13,169240
4,13,169240
48,56,169240
10,57,169240
12,43,169240
0,59,169240
4,3,169240
43,30,169260
12,30,169260
43,46,169260
3,13,169260
47,48,169260
4,13,169260
12,43,169260
0,59,169260
4,3,169260
43,30,169280
12,30,169280
47,48,169280
4,13,169280
15,39,169280
12,43,169280
0,52,169280
0,59,169280
4,3,169280
43,30,169300
45,57,169300
15,39,169300
10,57,169300
12,43,169300
0,52,169300
13,7,169320
47,15,169320
43,46,169320
12,46,169320
47,48,169320
15,39,169320
10,57,169320
10,13,169320
12,43,169320
0,52,169320
43,30,169340
43,46,169340
13,45,169340
47,48,169340
46,30,169340
15,39,169340
10,57,169340
10,13,169340
0,59,169340
43,30,169360
43,46,169360
13,57,169360
47,48,169360
15,39,169360
10,57,169360
10,13,169360
0,59,169360
43,30,169380
12,30,169380
43,46,169380
13,57,169380
47,48,169380
46,30,169380
15,39,169380
10,13,169380
12,43,169380
0,52,169380
0,59,169380
12,30,169400
13,57,169400
47,48,169400
15,39,169400
10,13,169400
12,43,169400
0,52,169400
0,59,169400
45,46,169420
43,30,169420
12,30,169420
13,45,169420
47,48,169420
15,39,169420
10,13,169420
0,59,169420
46,57,169420
43,30,169440
12,30,169440
15,39,169440
7,51,169440
12,43,169440
13,46,169440
0,59,169440
46,57,169440
4,3,169440
10,45,169460
43,30,169460
10,57,169460
13,25,169460
13,46,169460
0,59,169460
4,3,169460
10,45,169480
43,30,169480
13,25,169480
0,59,169480
10,45,169500
43,46,169500
46,30,169500
32,3,169500
15,39,169500
7,51,169500
13,25,169500
12,43,169500
43,46,169520
12,46,169520
46,30,169520
7,51,169520
10,13,169520
12,30,169540
43,46,169540
12,46,169540
13,45,169540
46,30,169540
15,39,169540
10,21,169540
0,59,169540
43,46,169560
15,39,169560
0,59,169560
43,30,169580
12,30,169580
43,46,169580
15,39,169580
12,43,169580
0,13,169580
0,59,169580
15,7,169580
7,39,169600
43,30,169600
13,52,169600
43,46,169600
12,46,169600
46,30,169600
13,49,169600
15,39,169600
12,43,169600
0,59,169600
15,7,169600
7,39,169620
43,46,169620
15,39,169620
10,57,169620
10,13,169620
0,59,169620
15,7,169620
7,39,169640
43,30,169640
43,46,169640
15,39,169640
12,43,169640
0,59,169640
15,7,169640
10,45,169660
7,39,169660
43,30,169660
43,46,169660
46,30,169660
15,39,169660
12,43,169660
0,59,169660
15,7,169660
43,46,169680
12,46,169680
46,30,169680
15,39,169680
12,43,169680
43,46,169700
46,30,169700
15,39,169700
12,43,169700
0,59,169700
15,7,169700
43,30,169720
0,49,169720
15,39,169720
12,43,169720
15,7,169720
12,30,169740
32,49,169740
15,39,169740
12,43,169740
52,49,169740
12,30,169760
32,49,169760
10,57,169760
0,52,169760
32,52,169780
12,30,169780
0,52,169780
52,49,169780
15,39,169800
10,43,169800
32,52,169820
4,49,169820
15,35,169820
0,37,169820
32,4,169820
15,35,169840
0,37,169840
12,43,169840
4,21,169860
0,37,169860
10,57,169860
33,49,169860
12,43,169860
49,59,169880
0,37,169880
7,51,169880
10,13,169880
33,49,169880
52,59,169880
13,12,169880
4,59,169900
33,52,169900
49,59,169900
0,37,169900
4,15,169900
33,49,169900
33,59,169900
13,12,169900
33,52,169920
12,7,169920
49,59,169920
43,7,169920
0,37,169920
10,13,169920
32,43,169920
12,43,169920
33,59,169920
52,49,169920
10,32,169920
32,13,169920
13,43,169920
0,37,169940
10,13,169940
13,43,169940
0,37,169960
10,57,169960
10,13,169960
32,59,169960
0,37,169980
10,57,169980
13,7,170000
43,57,170000
0,37,170000
10,43,170000
10,57,170000
43,57,170020
0,37,170020
10,43,170020
10,15,170040
0,37,170040
15,43,170040
15,57,170060
11,13,170060
0,37,170060
52,49,170060
10,59,170060
11,13,170080
0,37,170080
33,49,170080
10,12,170080
52,49,170080
10,52,170080
10,59,170080
0,37,170100
10,43,170100
10,59,170100
32,21,170120
10,49,170120
33,21,170120
49,21,170120
0,37,170120
32,49,170120
32,43,170120
33,49,170120
43,21,170120
10,52,170120
10,33,170120
43,57,170140
0,37,170140
32,49,170140
10,43,170140
10,57,170140
43,21,170140
52,59,170140
0,37,170160
10,43,170160
33,49,170160
43,21,170160
43,57,170180
0,37,170180
10,43,170180
10,57,170180
43,21,170180
10,46,170180
43,57,170200
0,37,170200
10,43,170200
10,57,170200
33,49,170200
10,22,170220
43,57,170220
0,37,170220
10,22,170240
43,57,170240
7,21,170240
10,22,170260
12,46,170260
52,49,170260
43,21,170260
10,22,170280
10,7,170280
7,22,170280
43,21,170280
10,22,170300
57,60,170300
43,7,170300
43,21,170300
10,22,170320
57,60,170320
33,49,170320
43,21,170320
10,22,170340
11,13,170340
52,49,170340
43,21,170340
10,22,170360
11,13,170360
43,57,170360
10,43,170360
10,57,170360
10,21,170360
43,21,170360
10,43,170380
43,21,170380
10,45,170400
45,46,170400
45,57,170400
11,13,170400
10,57,170400
12,35,170400
43,21,170400
10,45,170420
45,46,170420
45,57,170420
11,13,170420
10,7,170420
10,57,170420
7,57,170420
43,21,170420
10,46,170420
10,45,170440
45,57,170440
11,13,170440
43,7,170440
10,57,170440
7,21,170440
52,49,170440
43,21,170440
10,46,170440
10,45,170460
11,13,170460
43,21,170460
57,58,170460
10,45,170480
7,22,170480
10,57,170480
12,35,170480
52,49,170480
43,21,170480
10,45,170500
45,57,170500
43,7,170500
10,57,170500
7,21,170500
12,35,170500
52,49,170500
43,21,170500
10,45,170520
43,57,170520
43,45,170520
43,7,170520
10,57,170520
7,57,170520
46,57,170520
10,45,170540
43,57,170540
43,45,170540
10,45,170560
10,57,170560
10,45,170580
10,57,170580
12,35,170580
52,49,170580
7,58,170580
11,57,170600
12,35,170600
11,22,170620
10,35,170620
7,58,170620
15,46,170620
13,43,170620
34,57,170640
52,49,170640
15,46,170640
10,45,170660
11,24,170660
43,45,170660
34,57,170660
10,43,170660
10,13,170660
52,49,170660
7,58,170660
15,46,170660
11,24,170680
34,57,170680
13,15,170680
10,43,170680
11,22,170680
13,46,170680
7,58,170680
15,46,170680
11,22,170700
13,46,170700
52,49,170700
7,58,170700
10,15,170720
15,45,170720
15,43,170720
10,43,170720
10,13,170720
7,21,170720
13,46,170720
52,49,170720
13,43,170720
10,46,170720
10,45,170740
15,45,170740
13,45,170740
43,45,170740
10,43,170740
10,13,170740
13,46,170740
13,43,170740
12,45,170760
10,43,170760
52,49,170760
13,43,170760
12,45,170780
34,57,170780
10,43,170780
0,13,170780
13,37,170800
10,43,170800
52,49,170800
0,30,170820
7,24,170820
13,37,170820
10,43,170820
10,45,170840
0,30,170840
7,24,170840
43,46,170840
52,49,170840
10,45,170860
45,46,170860
0,30,170860
13,45,170860
43,45,170860
10,13,170860
13,46,170860
52,49,170860
13,43,170860
10,45,170880
0,30,170880
43,46,170880
10,43,170880
10,13,170880
13,46,170880
13,43,170880
10,46,170880
43,46,170900
10,43,170900
10,13,170900
0,30,170920
7,24,170920
12,45,170920
10,43,170920
0,30,170940
7,24,170940
10,39,170940
0,30,170960
7,24,170960
15,45,170960
10,39,170960
10,35,170960
13,43,170960
15,45,170980
10,39,170980
32,49,170980
13,43,170980
46,51,171000
15,45,171000
13,45,171000
10,39,171020
43,45,171020
32,49,171020
10,35,171020
45,46,171040
43,46,171040
10,39,171040
43,45,171040
12,37,171040
12,37,171060
32,49,171080
12,37,171080
10,35,171080
13,57,171100
43,45,171100
10,13,171100
0,7,171100
33,52,171120
43,45,171120
49,59,171120
33,49,171120
52,49,171120
